Pattern,Text,Cause,Connector,Effect
(.*) so (.*?) that (.*),There is so much to know about our home planet that most geologists become specialists in one area.,There is,much to know about our home planet,most geologists become specialists in one area.
(.*?)(?:by|through) (.*),Nekton are living things that swim through the water.,Nekton are living things that swim ,the water.
(.*?)(?:by|through) (.*),They make food by photosynthesis.,They make food ,photosynthesis.
(.*?)(?:by|through) (.*),Some of this heat is absorbed by gases in the atmosphere.,Some of this heat is absorbed ,gases in the atmosphere.
(.*?)(?:by|through) (.*),"In conduction, heat is transferred from molecule to molecule by contact.","In conduction, heat is transferred from molecule to molecule ",contact.
(.*?)(?:by|through) (.*),Convection is the transfer of heat by a current.,Convection is the transfer of heat ,a current.
(.*?)(?:by|through) (.*),Air near the ground is warmed by heat radiating from Earths surface.,Air near the ground is warmed ,heat radiating from Earths surface.
(.*?) so (.*),"The warm air is less dense, so it rises.","The warm air is less dense,",it rises.
(.*?) so (.*),"The cool air is dense, so it sinks to the surface.","The cool air is dense,",it sinks to the surface.
(.*?) as (.*),Energy is defined as the ability to do work.,Energy is defined,the ability to do work.
(.*?)(?:by|through) (.*),It can travel through space or matter.,It can travel ,space or matter.
(.*?) why (.*),Thats why you can feel the heat of a campfire and see its light.,Thats,you can feel the heat of a campfire and see its light.
(.*?) as (.*),Different wavelengths of visible light appear as different colors.,Different wavelengths of visible light appear,different colors.
(.*?) as (.*),"Infrared light has wavelengths too long for humans to see, but we can feel them as heat.","Infrared light has wavelengths too long for humans to see, but we can feel them",heat.
(.*?) for (.*),Ultraviolet (UV) light is in wavelengths too short for humans to see.,Ultraviolet (UV) light is in wavelengths too short,humans to see.
(.*?)(?:by|through) (.*),Energy travels through space or material.,Energy travels ,space or material.
(.*?)(?:by|through) (.*),Radiation is the transfer of energy by waves.,Radiation is the transfer of energy ,waves.
(.*?) as (.*),Energy can travel as waves through air or empty space.,Energy can travel,waves through air or empty space.
(.*?)(?:by|through) (.*),The Suns energy travels through space by radiation.,The Suns energy travels ,space by radiation.
(.*) so (.*?) that (.*),"But there are so very few gas molecules, that the air still feels very cold.",But there are,"very few gas molecules,",the air still feels very cold.
(.*?) as (.*),They are as low as -100 C (-212 F)!,They are,low as -100 C (-212 F)!
(.*) so (.*?) that (.*),Earths gravity is so weak in the exosphere that gas molecules sometimes just float off into space.,Earths gravity is,weak in the exosphere,gas molecules sometimes just float off into space.
(.*?) as (.*),Meteors burn as they fall through the mesosphere.,Meteors burn,they fall through the mesosphere.
(.*?) as (.*),It acts as a boundary between the stratosphere and the mesosphere.,It acts,a boundary between the stratosphere and the mesosphere.
(.*?) so (.*),"The cold air is dense, so it doesnt rise.","The cold air is dense,",it doesnt rise.
(.*) result(.*?)is (.*),"As a result, there is little mixing of air in this layer.",As a,", there ",little mixing of air in this layer.
(.*?)(?:by|through) (.*),"By absorbing UV radiation, ozone also protects Earths surface.",,"absorbing UV radiation, ozone also protects Earths surface."
(.*?) so (.*),"Warm air is less dense than cool air, so it rises higher in the troposphere.","Warm air is less dense than cool air,",it rises higher in the troposphere.
(.*?) because (.*),Thats because the air is densest in this layer.,Thats,the air is densest in this layer.
(.*?) as (.*),This layer acts as a barrier.,This layer acts,a barrier.
(.*?) so (.*),"The cool air is dense, so it stays near the ground.","The cool air is dense,",it stays near the ground.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),This means that there is little matter to absorb the Suns rays and heat the air.,This,that there is little matter to absorb the Suns rays and heat the air.
(.*?) why (.*),Thats why the mesosphere is warmest at the bottom.,Thats,the mesosphere is warmest at the bottom.
(.*?)(?:by|through) (.*),The surface is heated by the Sun and some of that heat radiates back into the air.,The surface is heated ,the Sun and some of that heat radiates back into the air.
(.*?) as (.*),Air temperature changes as altitude increases.,Air temperature changes,altitude increases.
(.*?) as (.*),Refer to this figure as you read about the layers below.,Refer to this figure,you read about the layers below.
(.*?)(?:by|through) (.*),All of their inland areas are close enough to a coast to be affected by the ocean!,All of their inland areas are close enough to a coast to be affected ,the ocean!
(.*?) so (.*),Precipitation is very low because its so cold.,Precipitation is very low because its,cold.
(.*?) as (.*),"Only small plants, such as mosses, can grow in this climate.","Only small plants, such","mosses, can grow in this climate."
(.*?) so (.*),These regions are very cold because they are so far above sea level.,These regions are very cold because they are,far above sea level.
(.*?) because (.*),It doesnt melt because its too cold.,It doesnt melt,its too cold.
(.*?) because (.*),They are dry because they are in continental interiors or rain shadows.,They are dry,they are in continental interiors or rain shadows.
(.*?)(?:by|through) (.*),"To make it through the dry summers, short woody plants are common.",To make it ,"the dry summers, short woody plants are common."
(.*) based on (.*),Major climate types are based on temperature and precipitation.,Major climate types are,temperature and precipitation.
(.*) due to (.*),A microclimate can be due to a place being deeper.,A microclimate can be,a place being deeper.
(.*?) as (.*),The temperature in 2100 may be as much as 5 C (9 F) higher than it was in 2000.,The temperature in 2100 may be,much as 5 C (9 F) higher than it was in 2000.
(.*?)(?:by|through) (.*),Warming will affect the entire globe by the end of this century.,Warming will affect the entire globe ,the end of this century.
(.*?) since (.*),The 14 hottest years on record have all occurred since 1900.,The 14 hottest years on record have all occurred,1900.
(.*?) since (.*),Eight of them have occurred since 1998!,Eight of them have occurred,1998!
(.*?)(?:by|through) (.*),This is what is usually meant by global warming.,This is what is usually meant ,global warming.
(.*) (?:lead|leads|led) to (.*),An increase in greenhouse gases leads to greater greenhouse effect.,An increase in greenhouse gases,greater greenhouse effect.
(.*) result(.*?)is (.*),The result is increased global warming.,The, ,increased global warming.
(.*?) for (.*),"Still, there is little evidence for climate changing along with the sunspot cycle.","Still, there is little evidence",climate changing along with the sunspot cycle.
(.*) so (.*?) that (.*),A huge eruption could spew so much gas and ash into the air that little sunlight would reach the surface for months or years.,A huge eruption could spew,much gas and ash into the air,little sunlight would reach the surface for months or years.
(.*?)(?:by|through) (.*),Earth goes through regular changes in its position relative to the Sun.,Earth goes ,regular changes in its position relative to the Sun.
(.*?)(?:by|through) (.*),Earths climate has changed many times through Earths history.,Earths climate has changed many times ,Earths history.
(.*?)(?:by|through) (.*),"By itself, its a black solid.",,"itself, its a black solid."
(.*) because of (.*),Carbon is incredibly important because of what it makes when it combines with many other elements.,Carbon is incredibly important,what it makes when it combines with many other elements.
(.*?)(?:by|through) (.*),"Like carbon, nitrogen cycles through ecosystems.","Like carbon, nitrogen cycles ",ecosystems.
(.*?) for (.*),Some carbon may be stored underground for millions of years.,Some carbon may be stored underground,millions of years.
(.*?) as (.*),"When volcanoes erupt, carbon from the mantle is released as carbon dioxide into the air.","When volcanoes erupt, carbon from the mantle is released",carbon dioxide into the air.
(.*?) for (.*),"Much of the carbon sinks to the bottom of the oceans, where it may stay for hundreds of years.","Much of the carbon sinks to the bottom of the oceans, where it may stay",hundreds of years.
(.*?) for (.*),"Trees may be cut down for their wood, or they may be burned to clear the land for farming.",Trees may be cut down,"their wood, or they may be burned to clear the land for farming."
